label,WRIST_x,WRIST_y,WRIST_z,THUMB_CMC_x,THUMB_CMC_y,THUMB_CMC_z,THUMB_MCP_x,THUMB_MCP_y,THUMB_MCP_z,THUMB_IP_x,THUMB_IP_y,THUMB_IP_z,THUMB_TIP_x,THUMB_TIP_y,THUMB_TIP_z,INDEX_FINGER_MCP_x,INDEX_FINGER_MCP_y,INDEX_FINGER_MCP_z,INDEX_FINGER_PIP_x,INDEX_FINGER_PIP_y,INDEX_FINGER_PIP_z,INDEX_FINGER_DIP_x,INDEX_FINGER_DIP_y,INDEX_FINGER_DIP_z,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,INDEX_FINGER_TIP_z,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_MCP_z,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_PIP_z,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_DIP_z,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,MIDDLE_FINGER_TIP_z,RING_FINGER_MCP_x,RING_FINGER_MCP_y,RING_FINGER_MCP_z,RING_FINGER_PIP_x,RING_FINGER_PIP_y,RING_FINGER_PIP_z,RING_FINGER_DIP_x,RING_FINGER_DIP_y,RING_FINGER_DIP_z,RING_FINGER_TIP_x,RING_FINGER_TIP_y,RING_FINGER_TIP_z,PINKY_MCP_x,PINKY_MCP_y,PINKY_MCP_z,PINKY_PIP_x,PINKY_PIP_y,PINKY_PIP_z,PINKY_DIP_x,PINKY_DIP_y,PINKY_DIP_z,PINKY_TIP_x,PINKY_TIP_y,PINKY_TIP_z
1,0.491180688,0.764946878,-5.17E-07,0.54828763,0.72647047,-0.03984151,0.595031857,0.658533394,-0.059702873,0.589790046,0.581526995,-0.079364784,0.548375726,0.533729076,-0.092995018,0.544683099,0.551486969,-0.019197825,0.557789683,0.500255108,-0.062811121,0.553228199,0.566842735,-0.084144399,0.546990752,0.621856391,-0.086664751,0.506933212,0.548337221,-0.014269069,0.519439995,0.498722911,-0.065081567,0.521429777,0.584354937,-0.08212547,0.521269619,0.646386266,-0.07829804,0.469558656,0.551738739,-0.016885087,0.480246633,0.509157419,-0.064091377,0.488276482,0.589259028,-0.067749895,0.491247475,0.650304258,-0.052437399,0.429236233,0.561643243,-0.022561558,0.427354395,0.480410278,-0.041773431,0.428623587,0.429274142,-0.04276976,0.430300802,0.381697476,-0.035734579
1,0.492366046,0.73808074,-5.17E-07,0.563835323,0.716872334,-0.033921819,0.639398217,0.658411264,-0.050471712,0.665791094,0.583535254,-0.067700416,0.631889164,0.526873589,-0.078810811,0.588435173,0.509268343,-0.017581405,0.621255338,0.465123773,-0.061969277,0.607624352,0.551464677,-0.080632292,0.591589928,0.617794871,-0.079662703,0.546813071,0.497914046,-0.018832365,0.584142387,0.450586438,-0.075375214,0.574572623,0.559066117,-0.093131073,0.562324524,0.633891284,-0.087066494,0.499532491,0.493980587,-0.027670482,0.533618927,0.463358045,-0.083655998,0.531986177,0.56826508,-0.091096587,0.521841645,0.640542209,-0.074914396,0.448796093,0.495573848,-0.038361996,0.455739796,0.391778171,-0.06428808,0.4663288,0.327284873,-0.070260279,0.476430178,0.266320825,-0.065923333
1,0.493668884,0.759495378,-6.25E-07,0.549947798,0.715250552,-0.014386569,0.595647871,0.642822683,-0.023032583,0.615371048,0.579913437,-0.035665009,0.588910878,0.539707899,-0.044872444,0.535549164,0.545216739,-0.002366993,0.563849092,0.498929799,-0.033991821,0.572686076,0.565344393,-0.050821073,0.571975827,0.623523712,-0.051769275,0.505982697,0.544926286,-0.008701843,0.540069222,0.496611685,-0.047103427,0.548376858,0.5806216,-0.061637424,0.547543406,0.646919608,-0.058648366,0.472390592,0.549941123,-0.019467082,0.506123185,0.505202413,-0.053947307,0.518593907,0.581231713,-0.056975566,0.518052638,0.64244628,-0.044664763,0.437203735,0.561152756,-0.031404998,0.427492231,0.47209397,-0.043835945,0.42630285,0.416969001,-0.042421844,0.426779896,0.369116902,-0.035775647
1,0.492088228,0.757357717,-5.75E-07,0.54881382,0.715892315,-0.013677751,0.594014108,0.64585042,-0.021561062,0.614661813,0.58386904,-0.033280861,0.590092003,0.541861296,-0.041663889,0.535497189,0.54871279,-0.001025998,0.563688874,0.507336617,-0.031585522,0.573041022,0.571091056,-0.04776315,0.572566271,0.628939807,-0.048409097,0.507351518,0.54624778,-0.0073945,0.542187035,0.496296585,-0.045507073,0.549456894,0.580242336,-0.059978724,0.546753109,0.647100806,-0.056633353,0.474234819,0.548481405,-0.018110136,0.510531545,0.503725767,-0.053085461,0.521295607,0.580793381,-0.056392111,0.51792562,0.642467558,-0.043810159,0.438275397,0.557398558,-0.029771477,0.430773437,0.467301875,-0.042808767,0.431896329,0.412173778,-0.041754451,0.434231967,0.36383608,-0.035095531
1,0.477999717,0.781340003,-4.43E-07,0.538785458,0.763343096,-0.04107872,0.59543246,0.704079509,-0.059218168,0.600203991,0.627243459,-0.076490849,0.562632799,0.575567722,-0.087746628,0.555501819,0.587294102,-0.018102832,0.573547721,0.541613042,-0.062472951,0.56314981,0.610266626,-0.083810069,0.551099718,0.667305112,-0.08520586,0.517668426,0.574386775,-0.012085047,0.534756303,0.524671137,-0.065081701,0.527734041,0.61512208,-0.082406342,0.521377742,0.680389702,-0.07683292,0.477936655,0.568919539,-0.014028299,0.495248705,0.530264437,-0.063876264,0.49462831,0.61696887,-0.067984983,0.489848554,0.681293905,-0.050889999,0.434001416,0.568238735,-0.018925875,0.441901267,0.483819604,-0.03935555,0.451728255,0.432885408,-0.040633615,0.461901218,0.385770559,-0.03276046
1,0.485874146,0.775808692,-5.24E-07,0.548955739,0.752137661,-0.041022222,0.604578376,0.697810292,-0.063716114,0.616193831,0.633039713,-0.086094834,0.581651747,0.592863977,-0.10247653,0.555139661,0.567246377,-0.029690815,0.5806306,0.536356091,-0.074670538,0.572297871,0.611903846,-0.094771646,0.560859501,0.670677185,-0.096029446,0.515635073,0.560476899,-0.026357677,0.544082284,0.52961266,-0.079351038,0.538943589,0.627096474,-0.09397731,0.532051623,0.692598701,-0.088377081,0.474419951,0.561427176,-0.030556887,0.49994415,0.536323547,-0.08050561,0.504780293,0.624141097,-0.084105141,0.503416777,0.688923955,-0.068465747,0.432589233,0.567768395,-0.037872981,0.434705347,0.478048682,-0.060097385,0.440719843,0.421415627,-0.063259624,0.448977351,0.370441616,-0.057978515
1,0.476840854,0.738575459,-6.56E-07,0.54921335,0.708173633,-0.037942633,0.610004783,0.660112321,-0.062594131,0.629889786,0.60386312,-0.087523244,0.597936392,0.568450153,-0.106640451,0.557901978,0.503459811,-0.03846918,0.593096197,0.492556781,-0.082158051,0.581094146,0.575048208,-0.100867972,0.565478981,0.631588161,-0.102693394,0.512911558,0.498846591,-0.039635748,0.550190508,0.493098587,-0.09216246,0.542473912,0.592013836,-0.106737345,0.53151077,0.65765959,-0.103336379,0.467957377,0.506982923,-0.047164507,0.502611279,0.500344694,-0.098826282,0.506805658,0.590070486,-0.104348615,0.502964199,0.657175541,-0.091102019,0.425339401,0.522583187,-0.057378747,0.425637215,0.427763343,-0.08285895,0.42835179,0.364112169,-0.08866021,0.432710648,0.309074998,-0.085853212
1,0.494418502,0.740666807,-5.25E-07,0.571364045,0.697653532,-0.039347436,0.639621377,0.61353761,-0.05635025,0.64827925,0.513703585,-0.073978886,0.598774552,0.45376128,-0.085841216,0.579045415,0.48900494,-0.010094956,0.604024708,0.428549141,-0.054030467,0.594120085,0.509867072,-0.076179817,0.580525517,0.579279482,-0.078045003,0.535364091,0.47598058,-0.007177987,0.561665654,0.399741471,-0.061163545,0.5546664,0.504560113,-0.081523068,0.546745658,0.586849988,-0.077165246,0.487903863,0.472177565,-0.012081905,0.514804304,0.407417595,-0.063498661,0.513555288,0.510871232,-0.066992283,0.506034672,0.592055142,-0.048562896,0.434115082,0.476699412,-0.019842226,0.437150538,0.373913258,-0.039201289,0.449089676,0.313844502,-0.038262684,0.462819606,0.259136379,-0.029186057
1,0.49548611,0.769249737,-6.87E-07,0.592676222,0.74092865,-0.062132906,0.671105921,0.687123537,-0.103963934,0.702983141,0.614297271,-0.144840464,0.661658406,0.56695044,-0.177687138,0.60704118,0.479637057,-0.062591657,0.651183188,0.461634248,-0.130003944,0.636779189,0.56404531,-0.157140359,0.616453826,0.64245832,-0.159553841,0.551417947,0.473788261,-0.060755488,0.604200721,0.465726435,-0.142735749,0.590270877,0.600995183,-0.162629217,0.573258042,0.686273813,-0.155125827,0.495401919,0.482164234,-0.069667161,0.542069554,0.474997997,-0.147904873,0.542834461,0.594523787,-0.154802904,0.532358706,0.680605471,-0.134462073,0.441108048,0.497497737,-0.083296366,0.442263246,0.375297219,-0.124462254,0.448558599,0.290903866,-0.135996997,0.455743611,0.214146614,-0.133756682
1,0.492298156,0.784811974,-7.83E-07,0.592691243,0.79399538,-0.064987525,0.678143144,0.771355033,-0.108975381,0.716917098,0.7123546,-0.149831861,0.677701354,0.66174984,-0.182539836,0.647409081,0.535948634,-0.079800479,0.696312308,0.560481071,-0.149679005,0.662228703,0.654499054,-0.177792892,0.625586569,0.717426658,-0.18169342,0.591088533,0.509136498,-0.076611027,0.643578887,0.546855211,-0.158197194,0.607544065,0.670253694,-0.177403972,0.575902402,0.741851866,-0.171463028,0.532219529,0.505967855,-0.083042197,0.575720966,0.536188245,-0.161631837,0.558272123,0.649488032,-0.169260964,0.536517203,0.724523127,-0.150418013,0.476927698,0.512975156,-0.094055109,0.499345839,0.398449361,-0.139034122,0.517892122,0.317970693,-0.152899832,0.536261976,0.246138215,-0.15195711
1,0.519352078,0.769155145,-5.04E-07,0.598285556,0.739132583,-0.042884976,0.679073215,0.664379835,-0.062099528,0.698456466,0.563057721,-0.081554107,0.650375605,0.49761346,-0.093856722,0.618751705,0.511956751,-0.01280591,0.646652341,0.455090046,-0.06092966,0.635823488,0.547602057,-0.081785478,0.622189701,0.619806588,-0.080685899,0.575785398,0.496094733,-0.009911904,0.611278772,0.428879738,-0.07039874,0.598648489,0.546975911,-0.089774333,0.584287167,0.627792597,-0.081966147,0.526994646,0.48815608,-0.015832225,0.562701464,0.432405621,-0.074632183,0.555990756,0.550174594,-0.078348242,0.541185617,0.631547809,-0.057244454,0.47111547,0.488779247,-0.02456023,0.481380016,0.384826481,-0.047234751,0.497826159,0.324234426,-0.047851868,0.514131129,0.265480459,-0.038662262
1,0.520313382,0.772032559,-7.28E-07,0.598329067,0.713869512,-0.055145208,0.659573078,0.62851131,-0.089720823,0.664351821,0.544939935,-0.123776868,0.60954988,0.514051259,-0.15033716,0.559290469,0.471275777,-0.053274773,0.583570302,0.424756616,-0.112981446,0.593281984,0.526589632,-0.136629298,0.59347558,0.600756288,-0.137004346,0.505397677,0.48857379,-0.051569365,0.536184549,0.449286669,-0.123702019,0.557178199,0.573829472,-0.142669901,0.567012966,0.657056808,-0.136349559,0.453558981,0.514436543,-0.059104078,0.481735677,0.483330756,-0.128783703,0.513209522,0.590007961,-0.136742532,0.529148936,0.669419765,-0.119196825,0.40366599,0.545251667,-0.070490383,0.378554106,0.435927957,-0.102492504,0.367598891,0.361707181,-0.109854475,0.359620333,0.291834474,-0.106454693
1,0.491084337,0.722746372,-6.03E-07,0.563969016,0.687691808,-0.032017142,0.624661803,0.629990935,-0.053029355,0.650164366,0.567964137,-0.075494088,0.619961262,0.526399076,-0.093184501,0.565110981,0.482768178,-0.028096149,0.606033742,0.458345562,-0.07238479,0.601248682,0.53915292,-0.093550324,0.588129938,0.602295935,-0.0965131,0.52228564,0.478354812,-0.031666368,0.568611979,0.457487196,-0.085409716,0.566173136,0.561417043,-0.102102421,0.555938959,0.63434428,-0.099027798,0.476240456,0.485393256,-0.041872233,0.518824637,0.468236208,-0.094528265,0.527766705,0.564568937,-0.101430655,0.524604082,0.638110518,-0.088263422,0.430930436,0.501020551,-0.054192029,0.427031398,0.398484886,-0.081712045,0.428055227,0.327805161,-0.089946724,0.431806922,0.265548408,-0.088637128
1,0.517999291,0.775271297,-7.33E-07,0.614884913,0.75274992,-0.05869814,0.688137472,0.710600495,-0.103220828,0.721040368,0.654052138,-0.144876391,0.681356013,0.62988466,-0.178758636,0.611374378,0.493627012,-0.088056818,0.668839812,0.511241019,-0.152304098,0.657963932,0.607183933,-0.173297405,0.634005368,0.674513459,-0.173853248,0.55587846,0.491868794,-0.087993287,0.620908201,0.525934696,-0.163650393,0.612699866,0.65200901,-0.177234903,0.595860183,0.722431064,-0.169994801,0.502700508,0.514551163,-0.095813043,0.55977416,0.544716895,-0.171444803,0.56720221,0.657329917,-0.177950948,0.560329556,0.730099916,-0.160574272,0.45669198,0.546373904,-0.107405461,0.460089535,0.437212408,-0.152508423,0.46271503,0.35599798,-0.167670906,0.465600669,0.282296121,-0.168947905
1,0.507987261,0.738717794,-6.40E-07,0.566085696,0.674002528,-0.03524287,0.608850479,0.577698171,-0.053564686,0.608133078,0.494783998,-0.073404111,0.561448753,0.465150237,-0.087188214,0.521401167,0.478304833,-0.019771822,0.534967005,0.417232364,-0.063640513,0.550924718,0.49796477,-0.083049633,0.557205915,0.564800262,-0.082800291,0.480774999,0.490738273,-0.019913958,0.501081347,0.429838032,-0.073976219,0.524456382,0.529590905,-0.090762973,0.535994709,0.603243709,-0.084896669,0.439151376,0.511577249,-0.027173607,0.460533142,0.46169728,-0.077608943,0.491829604,0.548026145,-0.081760429,0.508417666,0.614917815,-0.064960249,0.398375988,0.539615691,-0.037084058,0.375756979,0.442173481,-0.056925625,0.365443289,0.379487455,-0.057680245,0.358947366,0.323375225,-0.05025588
1,0.491486758,0.768521786,-5.13E-07,0.563091218,0.723570824,-0.039993215,0.625957012,0.637439668,-0.056319993,0.621529579,0.53773725,-0.072952174,0.569653094,0.486249447,-0.083824128,0.560787618,0.530939102,-0.007873594,0.579675496,0.468455791,-0.052092515,0.575417697,0.545162022,-0.074515767,0.566943944,0.611663103,-0.076370247,0.516980827,0.524437129,-0.004181601,0.534224689,0.450384378,-0.057467893,0.536043644,0.549089253,-0.077551596,0.535665751,0.625291109,-0.073188782,0.472551644,0.526292384,-0.008676669,0.490133822,0.465685636,-0.059790701,0.498123974,0.562880039,-0.06309215,0.499493539,0.638149202,-0.044574667,0.422803104,0.535708308,-0.016141474,0.424266338,0.441994339,-0.03458726,0.431851208,0.386380881,-0.032244056,0.440569341,0.334973335,-0.022022249
1,0.4842709,0.760175884,-4.39E-07,0.559433162,0.746407866,-0.042342223,0.635824203,0.688813925,-0.060422126,0.654520512,0.597457588,-0.077796295,0.614825428,0.531638384,-0.088710263,0.588980615,0.54591161,-0.015465803,0.613523602,0.488348335,-0.060217395,0.599156499,0.568680704,-0.080570929,0.582200229,0.634425581,-0.080126323,0.547518373,0.528753459,-0.01074887,0.577998161,0.463582307,-0.066859454,0.56331414,0.569163024,-0.085951097,0.547760248,0.644848824,-0.079345658,0.502212524,0.51885128,-0.014230439,0.52959466,0.473149598,-0.068356834,0.521873891,0.575536788,-0.073621884,0.509073019,0.647738159,-0.055052649,0.451354563,0.513158798,-0.020421715,0.4689309,0.416369766,-0.041859306,0.487865746,0.359841108,-0.043348208,0.505342305,0.307244837,-0.035213888
1,0.479167402,0.75467205,-5.32E-07,0.55522573,0.748398185,-0.048204601,0.634176135,0.702541649,-0.071266174,0.657229722,0.61741513,-0.093757145,0.61880362,0.548646271,-0.109136447,0.600645721,0.547961652,-0.023250217,0.628679752,0.500967622,-0.072811566,0.607125998,0.581022084,-0.093550406,0.586514235,0.643253505,-0.092328638,0.558696032,0.525416315,-0.017827189,0.591913581,0.476764381,-0.078682832,0.567323565,0.585509419,-0.096000388,0.548390031,0.658027709,-0.087321773,0.513500154,0.510279179,-0.021621212,0.541763365,0.474190891,-0.079939604,0.527995527,0.577417552,-0.084259212,0.513096154,0.649796009,-0.06407588,0.463252008,0.499512076,-0.028848318,0.484529257,0.399120867,-0.052561086,0.504507601,0.339197695,-0.054499496,0.524668753,0.285731286,-0.046022922
1,0.482638836,0.739620745,-6.29E-07,0.559035063,0.735478044,-0.048639465,0.633558452,0.698235393,-0.07597585,0.658700407,0.62808764,-0.102615908,0.622466147,0.570150137,-0.122338727,0.606626809,0.531204641,-0.039534278,0.6393224,0.501754403,-0.090518586,0.617253125,0.583812654,-0.110546023,0.595813155,0.644132674,-0.10978055,0.561495602,0.509105682,-0.036251392,0.595864058,0.484429032,-0.098164894,0.573557138,0.58828485,-0.114453137,0.554585814,0.657593668,-0.107578821,0.513737857,0.495820522,-0.041501459,0.542345345,0.479869425,-0.100672126,0.533542633,0.57812202,-0.106811106,0.521345019,0.648226559,-0.09005373,0.464834481,0.488040626,-0.050238259,0.483771801,0.385217637,-0.076620884,0.501666903,0.322216868,-0.081308961,0.519517958,0.2660366,-0.076157391
1,0.486004531,0.732178152,-6.41E-07,0.567345858,0.706608534,-0.044720259,0.635176301,0.663612723,-0.07436125,0.66382432,0.607513428,-0.103547446,0.633478642,0.57415086,-0.126372084,0.585103393,0.493874431,-0.048320387,0.629373074,0.486009061,-0.098219864,0.61339891,0.571635902,-0.118456967,0.592951953,0.632208467,-0.120442569,0.539190531,0.4848952,-0.048841216,0.586616874,0.489191592,-0.109620392,0.571540773,0.596005559,-0.125241756,0.554369092,0.663055182,-0.120785147,0.492477775,0.490307927,-0.056744494,0.535229862,0.492729038,-0.115747705,0.533502281,0.590658903,-0.121699087,0.52364707,0.661407709,-0.106620237,0.447923988,0.50233078,-0.067963116,0.455202997,0.399890929,-0.099142157,0.462572455,0.330256522,-0.107719332,0.470784307,0.268669724,-0.105771951
